,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people
time,0,1,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
weekday,,,,,,,,,,,,,,,,,,,,,
Mon,8.5,0.0,0.0,3.0,6.0,7.0,8.75,6.5,9.75,8.0,10.25,14.25,15.75,23.5,27.5,46.75,44.5,31.0,40.5,72.25,30.5
Tue,6.0,0.25,0.0,0.75,4.5,7.0,3.75,10.0,6.75,10.0,7.5,12.75,15.75,21.25,30.0,41.0,39.5,34.0,32.25,73.25,29.25
Wed,8.0,0.0,0.0,0.5,7.0,6.25,6.75,5.5,7.0,5.5,7.0,11.5,9.5,19.5,23.0,40.75,37.75,29.5,35.5,79.75,27.75
Thu,4.5,0.25,0.0,0.75,5.0,8.0,4.25,5.5,5.25,6.0,8.0,6.25,12.25,20.0,29.0,43.25,41.5,32.75,36.25,75.25,28.0
Fri,12.8,0.4,0.0,0.6,6.2,8.0,9.2,5.6,7.8,9.0,8.0,12.4,17.6,29.6,30.4,46.4,38.0,48.0,46.8,101.6,37.2
Sat,14.8,0.2,0.0,1.6,4.0,4.8,10.2,6.4,12.0,16.0,23.2,20.8,28.4,33.4,47.8,52.4,35.0,41.0,50.6,83.6,42.0
Sun,10.5,0.25,0.0,0.5,2.5,3.0,4.0,6.0,9.25,14.25,18.75,19.0,28.5,37.75,65.25,64.0,58.5,53.75,59.25,57.25,25.5
