,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people
time,0,1,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
weekday,,,,,,,,,,,,,,,,,,,,,
Mon,0.5,0.0,0.0,49.0,87.0,113.25,66.5,52.5,50.0,46.25,58.25,44.25,43.75,42.0,56.75,49.25,39.5,25.25,16.0,5.75,2.5
Tue,0.5,0.0,0.0,41.25,95.0,149.0,72.25,52.0,41.5,34.75,42.0,29.75,34.75,34.75,59.5,43.25,21.5,15.5,14.0,6.25,1.25
Wed,1.5,0.0,0.0,32.0,97.5,135.5,67.25,49.0,44.5,38.25,50.0,29.0,30.5,46.75,60.0,41.25,24.25,19.5,13.0,10.0,2.25
Thu,0.75,0.0,0.0,42.25,105.75,150.5,65.75,50.0,41.0,40.25,42.5,33.0,35.0,48.75,59.25,53.25,29.25,19.5,15.75,7.75,3.75
Fri,1.0,0.0,0.0,42.2,95.0,139.0,71.4,59.2,59.6,66.4,93.4,52.4,46.4,49.8,110.0,59.4,35.6,27.6,23.0,7.4,5.8
Sat,2.0,0.0,0.0,45.6,67.4,97.4,81.4,84.8,95.4,75.6,84.6,72.2,54.8,62.2,87.0,66.8,51.6,45.0,33.4,18.0,6.8
Sun,1.5,0.0,0.0,35.25,60.0,106.75,71.75,74.25,82.75,67.5,86.5,120.5,127.5,150.25,117.25,79.75,59.75,34.5,24.25,11.75,4.25
