,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people
time,0,1,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
weekday,,,,,,,,,,,,,,,,,,,,,
Mon,0.0,0.0,0.0,1.0,3.5,17.25,5.5,2.75,3.25,3.75,5.75,4.25,4.5,3.25,6.25,6.5,4.25,3.5,2.5,4.0,0.75
Tue,0.5,0.0,0.0,0.5,7.75,24.5,5.0,5.5,4.25,6.0,3.5,4.25,3.25,5.0,10.0,7.25,3.75,2.75,2.5,4.25,1.0
Wed,0.0,0.0,0.0,0.5,6.5,23.25,6.25,3.0,5.0,5.5,7.75,7.5,4.5,3.5,4.5,4.5,4.25,3.5,3.0,5.0,0.75
Thu,0.75,0.0,0.0,0.5,5.5,24.5,7.75,4.0,5.5,6.5,12.25,5.0,4.0,6.25,6.0,7.25,5.0,3.0,4.75,5.25,1.25
Fri,0.2,0.0,0.0,0.6,8.2,22.0,5.8,6.4,5.2,6.2,7.2,6.8,4.2,5.2,7.8,9.8,6.2,3.4,5.4,7.6,1.4
Sat,0.0,0.2,0.0,0.2,0.8,1.0,3.2,3.0,6.2,3.8,7.4,6.0,3.6,7.4,10.2,9.0,4.4,3.8,4.2,8.2,1.2
Sun,0.75,0.0,0.0,0.25,1.75,1.0,3.0,2.25,2.75,3.5,6.25,6.0,6.0,2.5,9.5,7.25,7.0,5.5,4.0,2.5,1.75
