,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people,people
time,0,1,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
weekday,,,,,,,,,,,,,,,,,,,,,
Mon,3.5,0.0,0.0,1.0,2.5,3.25,4.0,4.5,2.25,4.0,3.0,4.25,7.5,14.0,11.75,16.0,18.5,14.5,13.75,17.25,7.25
Tue,1.0,0.0,0.0,0.75,4.0,4.75,8.0,2.25,2.25,2.5,4.25,3.0,6.0,5.75,7.0,16.0,17.75,9.5,10.75,17.0,4.75
Wed,2.25,0.0,0.0,0.25,3.5,4.25,5.25,1.0,2.75,1.5,7.0,3.25,3.5,5.75,8.0,16.25,17.25,10.5,13.75,18.5,8.25
Thu,1.75,0.0,0.0,0.75,3.75,2.25,3.75,2.25,2.75,3.0,5.25,4.0,3.25,6.75,8.5,15.5,16.5,14.75,15.0,19.25,7.0
Fri,5.8,0.0,0.0,1.2,2.4,7.4,8.6,3.4,2.6,1.6,3.4,5.2,4.4,7.2,10.8,15.8,15.6,15.8,15.6,18.2,9.4
Sat,3.6,0.0,0.0,0.8,1.6,1.2,5.2,3.8,4.6,4.2,6.8,5.2,8.0,9.0,13.0,10.6,10.2,11.2,11.2,21.2,6.8
Sun,4.75,0.0,0.0,0.75,0.5,2.25,3.5,2.0,3.0,5.75,6.75,4.25,7.5,8.75,13.0,14.25,15.25,19.25,14.0,16.75,10.25
